t,o,h,l,c,VWAP,Basis,Upper,Lower,Dynamic Price Oscillator,Dynamic Mean,Bollinger High,Expanded Bollinger High,Bollinger Low,Expanded Bollinger Low,%K,Plot,Plot
2024-04-23T15:00:00-04:00,82.367,82.497,82.05,82.437,81.89022817,82.2361,82.71101132,81.76118868,42.68189057,40.64282758,43.24528615,45.84774472,38.04036901,35.43791045,77.75080906,80.69039914,88.40402171
2024-04-23T15:15:00-04:00,82.44,82.676,82.336,82.62,81.91266407,82.2475,82.74713567,81.74786433,42.70347895,40.63807545,43.23604713,45.83401881,38.04010376,35.44213208,82.14670982,80.48363898,89.10383575
2024-04-23T15:30:00-04:00,82.62,82.77,82.361,82.434,81.93165997,82.2535,82.75903318,81.74796682,42.61649561,40.63599883,43.23225078,45.82850273,38.03974688,35.44349494,82.29491405,80.73081097,88.23295886
2024-04-23T15:45:00-04:00,82.434,82.494,82.154,82.468,81.94992932,82.2594,82.77200527,81.74679473,42.49124144,40.63572594,43.2317805,45.82783506,38.03967139,35.44361683,81.63752066,82.02638151,86.48676151
2024-04-24T09:30:00-04:00,83.97,84.08,83.025,83.285,83.46333333,82.31735,82.99273382,81.64196618,42.71890075,40.63747222,43.23483023,45.83218824,38.0401142,35.44275619,73.61884982,79.18376151,84.35986424
2024-04-24T09:45:00-04:00,83.3,83.753,82.22,82.64,83.17996237,82.3288,83.01777419,81.63982581,42.68374776,40.63978468,43.23879311,45.83780155,38.04077625,35.44176781,63.51176265,72.92271104,81.03027392
2024-04-24T10:00:00-04:00,82.668,83.325,82.461,82.764,83.10130921,82.3513,83.06579034,81.63680966,42.63316652,40.64180885,43.24223853,45.84266822,38.04137916,35.44094947,52.8996994,63.34343729,75.99540083
2024-04-24T10:15:00-04:00,82.794,83.141,82.501,82.975,83.06268173,82.4031,83.14036899,81.66583101,42.68963188,40.64423631,43.24638897,45.84854162,38.04208366,35.439931,47.0698585,54.49377352,71.13972805
2024-04-24T10:30:00-04:00,82.97,83.442,82.755,83.045,83.06430405,82.43595,83.22437285,81.64752715,42.78783305,40.64760168,43.25216428,45.85672687,38.04303908,35.43847648,48.74456291,49.5713736,66.07636031
2024-04-24T10:45:00-04:00,83.044,83.22,82.622,82.805,83.04944436,82.4682,83.2615853,81.6748147,42.77909,40.65157123,43.2588788,45.86618637,38.04426367,35.4369561,46.11689391,47.31043844,60.77293306
2024-04-24T11:00:00-04:00,82.84,82.87,81.75,82.07,82.91706647,82.4772,83.24790477,81.70649523,42.52273966,40.65534379,43.26490474,45.87446569,38.04578283,35.43622188,33.31360071,42.72501918,56.16281542
2024-04-24T11:15:00-04:00,82.06,82.116,81.641,81.953,82.83334932,82.48565,83.22898849,81.74231151,42.07108376,40.65665535,43.26687306,45.87709077,38.04643764,35.43621993,21.23938391,33.55662618,52.00082235
2024-04-24T11:30:00-04:00,81.968,82.201,81.427,81.447,82.76609905,82.46495,83.29474479,81.63515521,41.57334705,40.65570674,43.26556267,45.87541859,38.04585082,35.43599489,9.093299017,21.21542788,46.21808426
2024-04-24T11:45:00-04:00,81.443,81.5625,80.756,80.835,82.61106031,82.4127,83.48066687,81.34473313,41.01797113,40.65063223,43.2589644,45.86729657,38.04230006,35.43396789,5.307548702,11.88007721,38.76958459
2024-04-24T12:00:00-04:00,80.83,81.049,80.48,80.829,82.48121183,82.3461,83.61565172,81.07654828,40.44507896,40.63938707,43.24457965,45.84977223,38.0341945,35.42900192,4.274987543,6.22527842,30.39029891
2024-04-24T12:15:00-04:00,80.842,81.088,80.443,80.705,82.39037331,82.2571,83.71135608,80.80284392,40.03503723,40.62315647,43.22371727,45.82427808,38.02259566,35.42203486,6.424946141,5.335827462,22.24110321
2024-04-24T12:30:00-04:00,80.709,80.719,80.066,80.481,82.25892759,82.16015,83.80418848,80.51611152,39.68113777,40.60460672,43.20090128,45.79719583,38.00831216,35.4120176,9.078999314,6.592977666,14.99438293
2024-04-24T12:45:00-04:00,80.476,81.331,80.395,81.311,82.19064152,82.0968,83.76895461,80.42464539,39.75655109,40.58696244,43.17906447,45.7711665,37.99486042,35.40275839,16.18633198,10.56342581,11.23969956
2024-04-24T13:00:00-04:00,81.308,81.398,80.813,81.088,82.13945296,82.02835,83.74734567,80.30935433,39.68593688,40.56917536,43.15732663,45.7454779,37.98102409,35.39287282,23.02475645,16.09669592,10.73195949
2024-04-24T13:15:00-04:00,81.098,81.625,81.05,81.475,82.10982235,81.98335,83.71079091,80.25590909,39.78501351,40.5516242,43.13521042,45.71879664,37.96803799,35.38445177,33.4904124,24.23383361,12.90469762
2024-04-24T13:30:00-04:00,81.482,81.885,81.42,81.746,82.09419845,81.9488,83.66617726,80.23142274,40.00590447,40.53613979,43.11529017,45.69444056,37.9569894,35.37783902,39.73927597,32.08481494,17.1042305
2024-04-24T13:45:00-04:00,81.744,81.849,80.92,81,82.06492616,81.8678,83.60362345,80.13197655,39.82700459,40.52105345,43.0970255,45.67299756,37.9450814,35.36910935,39.72156398,37.65041745,22.15759164
2024-04-24T14:00:00-04:00,81.003,81.05,80.353,80.364,82.01231709,81.7643,83.59689391,79.93170609,39.53350849,40.50535358,43.07940175,45.65344993,37.93130541,35.35725723,28.95907652,36.13997216,25.05675256
2024-04-24T14:15:00-04:00,80.35,80.64,80.008,80.025,81.94257749,81.64215,83.59271713,79.69158287,39.27026568,40.48869875,43.06179391,45.63488907,37.91560358,35.34250842,12.56939553,27.08334534,26.03080813
2024-04-24T14:30:00-04:00,80.02,80.126,79.634,80.1035,81.83800306,81.483075,83.3902169,79.5759331,39.14037282,40.47108962,43.04340975,45.61572989,37.89876948,35.32644934,9.444047433,16.99083983,25.00687223
2024-04-24T14:45:00-04:00,80.086,80.18,79.225,79.232,81.72342506,81.312675,83.3783028,79.2470472,38.74757,40.45025973,43.02253646,45.59481319,37.87798301,35.30570628,6.373012587,9.46215185,20.92898864
2024-04-24T15:00:00-04:00,79.223,80.131,79.183,80.05,81.63986948,81.176975,83.19953799,79.15441201,38.75256489,40.42805478,42.99907678,45.57009877,37.85703279,35.2860108,16.87079675,10.89595226,16.21744846
2024-04-24T15:15:00-04:00,80.035,80.244,79.68,79.838,81.57306556,81.020125,82.9447926,79.0954574,38.63967806,40.40380586,42.97271162,45.54161739,37.8349001,35.26599434,18.85462017,14.03280983,12.76781258
2024-04-24T15:30:00-04:00,79.832,79.899,79.52,79.591,81.51152329,80.847425,82.62885704,79.06599296,38.43110832,40.37802271,42.94524874,45.51247478,37.81079667,35.24357063,23.80952381,19.84498024,10.6864019
2024-04-24T15:45:00-04:00,79.595,80.02,79.35,79.651,81.40300606,80.689725,82.30028066,79.07916934,38.32288597,40.35170591,42.91760761,45.48350931,37.78580421,35.21990251,18.88724402,20.51712933,9.62798328
2024-04-25T09:30:00-04:00,78.95,80.99,78.234,80.909,80.04433333,80.631675,82.11794376,79.14540624,38.6232781,40.32731903,42.89040894,45.45349886,37.76422911,35.20113919,35.22934241,25.97537008,12.53936183
2024-04-25T09:45:00-04:00,80.903,81.433,80.361,81.042,80.40567195,80.586125,81.95914685,79.21310315,38.8852932,40.3030636,42.86074258,45.41842156,37.74538462,35.18770564,55.83284558,36.64981067,17.58429019
2024-04-25T10:00:00-04:00,81.038,81.922,80.52,81.85,80.70217305,80.606275,82.03973925,79.17281075,39.33714987,40.28101421,42.83123228,45.38145035,37.73079614,35.18057806,82.74191859,57.93470219,25.3419236
2024-04-25T10:15:00-04:00,81.858,82.416,81.64,82.018,80.98058798,80.665425,82.22393561,79.10691439,39.68471386,40.26056737,42.80194436,45.34332134,37.71919038,35.1778134,88.48039344,75.68505254,35.96920022
2024-04-25T10:30:00-04:00,81.997,82.148,81.201,81.587,81.06508738,80.703325,82.31196369,79.09468631,39.7412008,40.23939471,42.77043699,45.30147927,37.70835244,35.17731016,89.56923122,86.93051441,49.29853561
2024-04-25T10:45:00-04:00,81.565,81.7335,81.156,81.62,81.09573449,80.749075,82.40660456,79.09154544,39.82348768,40.21683036,42.73485051,45.25287066,37.69881021,35.18079007,83.87533875,87.30832114,61.25664822
2024-04-25T11:00:00-04:00,81.603,82.102,81.561,81.685,81.14218279,80.809275,82.51037063,79.10817937,39.89717774,40.1932893,42.6959841,45.1986789,37.6905945,35.18789971,81.22110633,84.88855877,71.66713207
2024-04-25T11:15:00-04:00,81.694,81.726,81.363,81.639,81.16354521,80.825675,82.5519408,79.0994092,39.79921507,40.16880567,42.65542376,45.14204186,37.68218757,35.19556947,81.63558106,82.24400871,78.65743841
2024-04-25T11:30:00-04:00,81.65,81.673,81.011,81.122,81.16916415,80.827375,82.55473741,79.10001259,39.6702931,40.14361728,42.6140552,45.08449311,37.67317936,35.20274144,77.66618843,80.17429194,81.55460616
2024-04-25T11:45:00-04:00,81.115,81.65,81.065,81.612,81.18510674,80.834225,82.57285574,79.09559426,39.72891474,40.11785195,42.57024545,45.02263895,37.66545844,35.21306494,77.08432967,78.79536639,81.73231865
2024-04-25T12:00:00-04:00,81.599,81.878,81.432,81.621,81.20144782,80.827975,82.55430546,79.10164454,39.73898294,40.09321751,42.52882058,44.96442366,37.65761443,35.22201136,76.94085764,77.23045858,80.98036997
2024-04-25T12:15:00-04:00,81.66,82.135,81.66,82.067,81.24558256,80.881325,82.68962531,79.07302469,39.88499665,40.07175821,42.49346333,44.91516845,37.6500531,35.22834798,84.47313885,79.49944205,80.12434242
2024-04-25T12:30:00-04:00,82.089,82.089,81.69,81.919,81.26530661,80.959075,82.80504321,79.11310679,39.97629944,40.05139892,42.45966292,44.86792692,37.64313492,35.23487092,86.92013391,82.77804347,79.92539455
2024-04-25T12:45:00-04:00,81.89,82.409,81.814,82.246,81.31062192,81.070125,82.94495998,79.19529002,40.26984629,40.03273361,42.42725805,44.8217825,37.63820916,35.24368472,91.90180137,87.76502471,81.65853659
2024-04-25T13:00:00-04:00,82.2485,82.656,82.202,82.458,81.37934485,81.18785,83.10042316,79.27527684,40.55820224,40.01782581,42.40135006,44.78487432,37.63430155,35.25077729,91.80774749,90.20989426,83.95767218
2024-04-25T13:15:00-04:00,82.479,82.563,82.171,82.444,81.40839656,81.34845,83.11063029,79.58626971,40.83305886,40.00482768,42.37800045,44.75117322,37.63165492,35.25848215,92.46080491,92.05678459,86.82448459
2024-04-25T13:30:00-04:00,82.452,83.08,82.425,82.89,81.48718647,81.49045,83.26884933,79.71205067,41.26716383,39.99525009,42.36010559,44.72496108,37.6303946,35.26553911,90.75475837,91.67443692,89.50290278
2024-04-25T13:45:00-04:00,82.889,83.2,82.799,82.85,81.54627121,81.64105,83.34267857,79.93942143,41.54691275,39.98951442,42.34944679,44.70937916,37.62958205,35.26964969,88.30089667,90.50548665,92.10696013
2024-04-25T14:00:00-04:00,82.853,83.05,82.72,82.82,81.59059787,81.8025,83.29538948,80.30961052,41.74729614,39.98642987,42.34372863,44.7010274,37.62913111,35.27183235,85.82275291,88.29280265,93.49245406
2024-04-25T14:15:00-04:00,82.804,83.125,82.543,82.567,81.62596728,81.9483,83.10363114,80.79296886,41.83444265,39.98539433,42.34184336,44.6982924,37.62894529,35.27249626,79.24470839,84.45611932,93.9572798
2024-04-25T14:30:00-04:00,82.545,82.875,82.345,82.388,81.65608269,82.02225,83.08787374,80.95662626,41.69557492,39.98471822,42.34066041,44.6966026,37.62877602,35.27283383,72.20953251,79.09233127,93.39119316
2024-04-25T14:45:00-04:00,82.354,82.899,82.325,82.888,81.6818545,82.11455,83.14372607,81.08537393,41.80737214,39.98698808,42.34450429,44.7020205,37.62947187,35.27195566,73.24501294,74.89975128,92.36536429
2024-04-25T15:00:00-04:00,82.879,83.125,82.85,82.99,81.72575611,82.17155,83.26035328,81.08274672,41.85484544,39.99074138,42.35073407,44.71072675,37.6307487,35.27075601,79.60542903,75.0199915,91.11456602
2024-04-25T15:15:00-04:00,83.004,83.317,82.875,82.938,81.77135776,82.21755,83.35324458,81.08185542,41.82559643,39.9947914,42.35735463,44.71991786,37.63222817,35.26966494,85.26825001,79.37289733,89.6559134
2024-04-25T15:30:00-04:00,82.938,82.981,82.57,82.591,81.79790643,82.26775,83.37594509,81.15955491,41.81657555,39.99882548,42.36392632,44.72902717,37.63372463,35.26862379,75.41457057,80.09608321,87.77856698
2024-04-25T15:45:00-04:00,82.58,82.7,82.398,82.6,81.8286495,82.31675,83.39222866,81.24127134,41.92233548,40.00316445,42.3711317,44.73909895,37.6351972,35.26722995,64.00364631,74.89548897,85.77383513
2024-04-26T09:30:00-04:00,83.824,84.42,83.387,83.849,83.88533333,82.42495,83.64951596,81.20038404,42.45340376,40.01004513,42.38346638,44.75688764,37.63662387,35.26320262,63.40202169,67.60674619,83.82146451
2024-04-26T09:45:00-04:00,83.8855,85.671,83.83,85.569,84.45763622,82.62145,84.40990727,80.83299273,43.35594358,40.02218233,42.40753228,44.79288223,37.63683237,35.25148242,77.03530042,68.14698947,82.12648888
2024-04-26T10:00:00-04:00,85.6,86.408,85.297,86.4,84.96773301,82.88535,85.1931248,80.5775752,44.37597948,40.0404908,42.44749598,44.85450116,37.63348562,35.22648045,91.66197559,77.36643257,81.43433355
2024-04-26T10:15:00-04:00,86.411,86.98,86.186,86.2,85.32519578,83.11475,85.75831274,80.47118726,44.85243378,40.06107503,42.49447558,44.92787614,37.62767448,35.19427392,93.38024176,87.35917259,82.22348561
2024-04-26T10:30:00-04:00,86.212,86.707,86.121,86.392,85.44550543,83.3533,86.26235745,80.44424255,45.27090641,40.085644,42.55084892,45.01605385,37.62043907,35.15523414,90.14114402,91.72778712,84.42207769
2024-04-26T10:45:00-04:00,86.41,86.977,86.148,86.7,85.57868372,83.58495,86.77197604,80.39792396,45.69275381,40.11416347,42.61657054,45.11897761,37.6117564,35.10934932,88.1990691,90.57348496,87.31053446
2024-04-26T11:00:00-04:00,86.71,87.411,86.71,86.752,85.73111694,83.8266,87.19921314,80.45398686,45.98156485,40.14623826,42.68939633,45.23255441,37.60308018,35.05992211,89.46541541,89.26854284,89.59990708
2024-04-26T11:15:00-04:00,86.749,87.168,86.65,86.977,85.80478072,84.06315,87.61787088,80.50842912,46.04156266,40.17926804,42.76306275,45.34685746,37.59547332,35.01167861,90.83153223,89.49867225,90.93355654
2024-04-26T11:30:00-04:00,87,87.08,86.45,86.798,85.87488605,84.28015,87.94460959,80.61569041,46.00062869,40.21361771,42.83660367,45.45958964,37.59063174,34.96764578,88.81898021,89.70530928,91.59488862
2024-04-26T11:45:00-04:00,86.784,86.88,86.499,86.528,85.90745352,84.48435,88.17186273,80.79683727,45.75196171,40.24758198,42.90554626,45.56351054,37.5896177,34.93165343,87.26662493,88.97237912,91.18633596
2024-04-26T12:00:00-04:00,86.529,86.875,86.233,86.799,85.93889245,84.6798,88.42253668,80.93706332,45.64905377,40.28100347,42.97180321,45.66260295,37.59020373,34.89940399,86.04161491,87.37574002,90.04752344
2024-04-26T12:15:00-04:00,86.8,87.157,86.571,87.0005,85.98497978,84.887325,88.66135566,81.11329434,45.72050264,40.31409443,43.03781023,45.76152604,37.59037862,34.86666281,87.32960968,86.87928317,89.41982747
2024-04-26T12:30:00-04:00,86.99,87.5,86.878,87.464,86.07516852,85.119525,88.92750666,81.31154334,45.91777442,40.34835244,43.10656747,45.86478251,37.5901374,34.83192236,92.96580882,88.77901114,89.37870851
2024-04-26T12:45:00-04:00,87.448,87.64,87.25,87.59,86.14269552,85.370675,89.13444859,81.60690141,46.08333173,40.38214598,43.17603004,45.9699141,37.58826192,34.79437786,96.64334809,92.3129222,89.70836554
2024-04-26T13:00:00-04:00,87.594,87.764,87.373,87.716,86.20246167,85.637075,89.27066216,82.00348784,46.24606707,40.41562474,43.24623676,46.07684878,37.58501272,34.7544007,98.96620715,96.19178802,90.92687701
2024-04-26T13:15:00-04:00,87.727,88.329,87.677,88.143,86.32597167,85.899825,89.45949559,82.34015441,46.58303694,40.44979038,43.3203341,46.19087782,37.57924665,34.70870293,97.15655415,97.58870313,92.77358732
2024-04-26T13:30:00-04:00,88.149,88.175,87.685,87.897,86.38243629,86.145175,89.54146614,82.74888386,46.64558594,40.48393091,43.39418712,46.30444333,37.57367471,34.6634185,91.02669526,95.71648552,94.51388255
2024-04-26T13:45:00-04:00,87.911,87.968,87.433,87.532,86.42043259,86.374875,89.48151428,83.26823572,46.56515422,40.51581094,43.46345721,46.41110348,37.56816467,34.6205184,79.40140116,89.19488352,95.46214905
2024-04-26T14:00:00-04:00,87.542,87.6,87.011,87.503,86.45889551,86.620475,89.22833262,84.01261738,46.42797835,40.5449774,43.52696989,46.50896239,37.56298491,34.58099241,68.82207753,79.75005798,95.46066231
2024-04-26T14:15:00-04:00,87.531,87.75,87.33,87.578,86.48835969,86.869375,88.7411772,84.9975728,46.38827039,40.57324777,43.58820943,46.6031711,37.5582861,34.54332444,63.40043243,70.54130371,94.34923966
2024-04-26T14:30:00-04:00,87.585,87.64,87.137,87.141,86.50940204,87.033975,88.29313895,85.77481105,46.16277185,40.59888379,43.64313806,46.68739232,37.55462952,34.51037526,56.53930749,62.92060582,92.04277649
2024-04-26T14:45:00-04:00,87.136,87.573,86.885,87.566,86.53758248,87.133825,88.21687326,86.05077674,46.11803215,40.62361366,43.6958994,46.76818514,37.55132793,34.47904219,57.02926209,58.98966734,89.31779438
2024-04-26T15:00:00-04:00,87.565,87.651,87.28,87.355,86.55919679,87.181575,88.214027,86.149123,46.02261641,40.64849982,43.74766959,46.84683935,37.54933005,34.45016028,53.48282443,55.683798,86.35505527
2024-04-26T15:15:00-04:00,87.34,87.843,87.262,87.819,86.59617625,87.262525,88.22601332,86.29903668,46.03954935,40.67493207,43.80125103,46.92756998,37.54861312,34.42229416,64.26526718,58.2591179,83.54491977
2024-04-26T15:30:00-04:00,87.805,87.835,87.252,87.298,86.62315275,87.307825,88.18463189,86.43101811,45.88401611,40.70097372,43.8525766,47.00417947,37.54937085,34.39776797,56.85076148,58.19961769,79.84471268
2024-04-26T15:45:00-04:00,87.297,87.856,87.227,87.798,86.67083718,87.362725,88.21765093,86.50779907,45.95171062,40.72778404,43.90502008,47.08225612,37.55054799,34.37331195,60.14209956,60.41937607,76.96983105
2024-04-29T09:30:00-04:00,87.603,87.798,85.359,85.454,86.20366667,87.297825,88.46748287,86.12816713,45.23966187,40.75014251,43.94601526,47.14188801,37.55426976,34.35839701,35.98567098,50.992844,71.28829097
2024-04-29T09:45:00-04:00,85.526,86.733,85.273,86.676,86.21349449,87.282775,88.47606501,86.08948499,45.19477517,40.77203945,43.9858623,47.19968516,37.5582166,34.34439374,37.50429588,44.54402214,65.47554441
2024-04-29T10:00:00-04:00,86.65,87.25,86.4,87.176,86.35691131,87.301675,88.47546843,86.12788157,45.24724282,40.79318316,44.02485313,47.25652309,37.56151319,34.32984323,37.12642716,36.87213134,59.44438862
2024-04-29T10:15:00-04:00,87.159,87.541,87,87.365,86.49412807,87.343525,88.46239619,86.22465381,45.33036482,40.8144613,44.06432566,47.31419001,37.56459695,34.3147326,60.08961443,44.90677916,55.38046867
2024-04-29T10:30:00-04:00,87.365,87.656,86.62,87.085,86.57782611,87.357825,88.45560473,86.26004527,45.29827736,40.83604003,44.10373523,47.37143043,37.56834483,34.30064963,67.19825965,54.80476708,50.67445283
2024-04-29T10:45:00-04:00,87.124,87.308,86.658,86.691,86.60128683,87.34235,88.46820848,86.21649152,45.20450135,40.8568985,44.14138449,47.42587047,37.57241252,34.28792653,64.74041422,64.00942943,50.89019271
2024-04-29T11:00:00-04:00,86.662,87.09,86.534,86.979,86.62315493,87.3181,88.45328719,86.18291281,45.2384556,40.87777438,44.17905333,47.48033228,37.57649543,34.27521648,62.72675318,64.88847568,52.38118159
2024-04-29T11:15:00-04:00,86.999,87.288,86.865,86.984,86.64995234,87.2878,88.42468884,86.15091116,45.05775129,40.89706551,44.2133796,47.52969369,37.58075142,34.26443733,62.39514776,63.28743839,54.20611083
2024-04-29T11:30:00-04:00,86.979,86.983,86.626,86.903,86.65828035,87.24715,88.37801237,86.11628763,44.62722601,40.91395266,44.24210282,47.57025298,37.58580249,34.25765233,65.13098464,63.41762853,54.8203545
2024-04-29T11:45:00-04:00,86.9,86.9,86.457,86.653,86.65879525,87.17265,88.25280837,86.09249163,44.1209116,40.92916216,44.26618709,47.60321202,37.59213723,34.25511229,60.92399019,62.81670753,55.52356021
2024-04-29T12:00:00-04:00,86.668,87.125,86.597,87.11,86.67195339,87.1333,88.16111168,86.10548832,43.97061802,40.94525959,44.29050092,47.63574224,37.60001827,34.25477694,62.55000645,62.8683271,55.17471702
2024-04-29T12:15:00-04:00,87.129,87.175,86.833,87.105,86.68236596,87.11195,88.12335565,86.10054435,43.84006875,40.96327149,44.31604145,47.66881141,37.61050153,34.25773157,65.15679443,62.87693036,54.91540214
2024-04-29T12:30:00-04:00,87.112,87.335,86.94,87.124,86.69860221,87.093,88.08846472,86.09753528,43.71063453,40.98366612,44.34284505,47.70202399,37.62448718,34.26530824,71.23499806,66.31393298,55.53430175
2024-04-29T12:45:00-04:00,87.129,87.255,86.975,87.094,86.70707558,87.0688,88.03914151,86.09845849,43.60925159,41.00494104,44.36956079,47.73418054,37.64032129,34.27570153,71.56831734,69.32003661,57.44438231
2024-04-29T13:00:00-04:00,87.081,87.38,86.88,87.334,86.72218107,87.07845,88.05528867,86.10161133,43.58536913,41.02668513,44.39631397,47.7659428,37.6570563,34.28742746,76.755764,73.1863598,61.30526281
2024-04-29T13:15:00-04:00,87.338,87.952,87.309,87.901,86.77502996,87.0952,88.1154295,86.0749705,43.78801408,41.04959185,44.42506238,47.80053291,37.67412132,34.29865079,85.10678335,77.81028823,65.88192271
2024-04-29T13:30:00-04:00,87.902,87.99,87.663,87.74,86.80438689,87.11445,88.16755977,86.06134023,43.91729102,41.0741467,44.45564711,47.83714752,37.69264629,34.31114589,88.96454838,83.60903191,70.88529498
2024-04-29T13:45:00-04:00,87.723,87.755,87.44,87.46,86.82449011,87.0965,88.11254833,86.08045167,43.86777281,41.09879063,44.48573929,47.87268794,37.71184197,34.32489332,81.94443043,85.33858739,75.61505492
2024-04-29T14:00:00-04:00,87.45,87.482,87.202,87.48,86.83661889,87.1056,88.13191231,86.07928769,43.81081976,41.1256384,44.51641881,47.90719923,37.73485799,34.34407757,71.95042401,80.95313427,80.08754106
2024-04-29T14:15:00-04:00,87.48,87.777,87.389,87.6,86.85559581,87.0957,88.09865944,86.09274056,43.73734295,41.15524439,44.54737271,47.93950104,37.76311606,34.37098773,68.90628397,74.26704614,83.40887198
2024-04-29T14:30:00-04:00,87.569,87.569,87.15,87.515,86.86964601,87.19875,87.8766712,86.5208288,43.64005665,41.18760889,44.57781471,47.96802052,37.79740307,34.40719726,70.10219613,70.3196347,84.7152447
2024-04-29T14:45:00-04:00,87.5,87.557,87.319,87.47,86.87777027,87.23845,87.88136103,86.59553897,43.54224846,41.22019916,44.60703534,47.99387152,37.83336298,34.4465268,69.88475756,69.63107922,84.71128264
2024-04-29T15:00:00-04:00,87.463,87.464,86.525,86.964,86.88208849,87.22785,87.88143221,86.57426779,43.23314825,41.25130264,44.6329126,48.01452257,37.86969267,34.4880827,56.05566427,65.34753932,82.5531676
2024-04-29T15:15:00-04:00,86.94,87.224,86.737,87.106,86.88554596,87.2149,87.86736177,86.56243823,43.11608246,41.28173346,44.6573901,48.03304673,37.90607683,34.5304202,46.27023088,57.4035509,78.41009718
2024-04-29T15:30:00-04:00,87.11,87.378,87.08,87.25,86.89468521,87.22315,87.87300053,86.57329947,43.1493533,41.3144569,44.6818789,48.04930089,37.94703491,34.57961292,40.73972157,47.68853891,72.67613522
2024-04-29T15:45:00-04:00,87.239,87.957,87.229,87.764,86.93578488,87.2768,87.91918574,86.63441426,43.34582022,41.34964453,44.70776194,48.06587935,37.99152712,34.63340972,57.90671217,48.30555488,67.67493342
2024-04-30T09:30:00-04:00,87.218,88.175,87.088,87.869,87.71066667,87.3213,87.9974225,86.6451775,43.49400888,41.38807428,44.73420801,48.08034174,38.04194055,34.69580682,71.83865963,56.82836446,63.12432277
2024-04-30T09:45:00-04:00,87.86,88.601,87.358,88.5,87.91138644,87.3971,88.2273238,86.5668762,43.86946041,41.43221181,44.76271737,48.09322292,38.10170625,34.77120069,87.05426635,72.26654605,62.76727106
2024-04-30T10:00:00-04:00,88.581,88.819,87.92,88.194,88.02156725,87.46165,88.32813007,86.59516993,43.94417587,41.48003334,44.78954901,48.09906468,38.17051767,34.861002,83.1148111,80.66924569,65.21414296
2024-04-30T10:15:00-04:00,88.198,88.499,87.474,87.474,87.98258961,87.5027,88.28583143,86.71956857,43.78532723,41.53072457,44.81097709,48.09122962,38.25047205,34.97021952,69.75289199,79.97398981,68.6708305
2024-04-30T10:30:00-04:00,87.468,87.993,87.359,87.863,87.95653458,87.54035,88.31671674,86.76398326,43.73199421,41.58318496,44.8288233,48.07446164,38.33754661,35.09190827,57.48328974,70.11699761,70.94064689
2024-04-30T10:45:00-04:00,87.858,88.049,87.529,87.974,87.94860426,87.5838,88.35509647,86.81250353,43.8216089,41.63703829,44.8454384,48.05383851,38.42863818,35.22023807,54.28654461,60.50757545,72.39641684
2024-04-30T11:00:00-04:00,87.95,88.19,87.012,87.048,87.89608461,87.58,88.36100807,86.79899193,43.48415912,41.69046833,44.85548382,48.02049932,38.52545284,35.36043735,48.09648358,53.28877264,68.55986458
2024-04-30T11:15:00-04:00,87.049,87.623,87.01,87.5,87.86601241,87.6003,88.35021069,86.85038931,43.8011777,41.74827247,44.86382694,47.97938141,38.632718,35.51716353,42.82185411,48.40162743,62.23366125
2024-04-30T11:30:00-04:00,87.497,87.54,86.901,87.067,87.81865964,87.58695,88.36435066,86.80954934,43.66488196,41.80683972,44.86654238,47.92624505,38.74713706,35.68743439,29.64254577,40.18696115,55.47713896
2024-04-30T11:45:00-04:00,87.089,87.2,86.701,87.159,87.76447092,87.54985,88.3345467,86.7651533,43.52306145,41.86093675,44.87119725,47.88145774,38.85067626,35.84041576,31.255449,34.57328296,48.57033041
2024-04-30T12:00:00-04:00,87.161,87.525,86.987,87.506,87.74196887,87.53815,88.31812084,86.75817916,43.51390817,41.91248628,44.87744282,47.84239937,38.94752973,35.98257319,29.75724056,30.21841178,41.60843256
2024-04-30T12:15:00-04:00,87.484,87.53,87.322,87.365,87.72775019,87.5334,88.31636805,86.75043195,43.51186281,41.96239302,44.88423375,47.80607449,39.04055229,36.11871156,32.33173318,31.11480758,38.09890396
2024-04-30T12:30:00-04:00,87.36,87.36,86.583,86.861,87.68853876,87.50245,88.33854891,86.66635109,43.40667037,42.0136747,44.88573576,47.75779682,39.14161363,36.26955257,27.26360024,29.78419133,34.71665214
2024-04-30T12:45:00-04:00,86.863,86.99,86.672,86.839,87.66019685,87.4644,88.34723643,86.58156357,43.28435021,42.06425977,44.88428107,47.70430236,39.24423847,36.42421718,18.41075417,26.0020292,31.71403662
2024-04-30T13:00:00-04:00,86.849,87.109,86.3,86.506,87.61844612,87.41395,88.38986669,86.43803331,43.08911304,42.11433937,44.87818564,47.6420319,39.3504931,36.58664684,10.68659346,18.78698262,29.16059257
2024-04-30T13:15:00-04:00,86.496,86.841,86.333,86.601,87.5840537,87.3705,88.40800229,86.33299771,43.00532476,42.16469728,44.86795827,47.57121926,39.46143629,36.7581753,10.52535021,13.20756595,26.19060857
2024-04-30T13:30:00-04:00,86.584,87.0099,86.464,86.814,87.55697066,87.363,88.41422595,86.31177405,43.06289339,42.2142039,44.85800853,47.50181316,39.57039927,36.92659465,14.50043186,11.90412518,22.01938467
2024-04-30T13:45:00-04:00,86.822,87.07,86.686,86.969,87.54152895,87.35615,88.41573752,86.29656248,43.0790758,42.26215356,44.84884669,47.43553982,39.67546043,37.08876731,23.5734242,16.19973542,19.43882188
